  Latitude       Year        PET    Z-Index        PPe        PX1        PX2        PX3          X       PDSI       PHDI
 49.441536       2008     0.0000    -1.0768    78.7545     0.0000    -0.3589     0.6603    -0.3589    -0.3589     0.6603
 49.441536       2008     0.0000    -0.1662   100.0000     0.0000    -0.3773     0.0000    -0.3773    -0.3773    -0.3773
 49.441536       2008     0.0000    -0.9667     0.0000     0.0000    -0.6607     0.0000    -0.6607    -0.6607    -0.6607
 49.441536       2008     3.1343     1.4272     0.0000     0.4757    -0.1169     0.0000    -0.1169    -0.1169    -0.1169
 49.441536       2008     5.0153    -0.5059     0.0000     0.2581    -0.2735     0.0000    -0.2735    -0.2735    -0.2735
 49.441536       2008     5.4762     0.5836     0.0000     0.4261    -0.0508     0.0000    -0.0508    -0.0508    -0.0508
 49.441536       2008     6.3089    -0.4198     0.0000     0.2423    -0.1855     0.0000    -0.1855    -0.1855    -0.1855
 49.441536       2008     5.2396    -0.9515     0.0000     0.0000    -0.4836     0.0000    -0.4836    -0.4836    -0.4836
 49.441536       2008     3.0034     2.8422     0.0000     0.9474     0.0000     0.0000     0.9474     0.9474     0.9474
 49.441536       2008     2.2020     3.1831     0.0000     0.0000     0.0000     1.9109     1.9109     1.9109     1.9109
 49.441536       2008     0.0000     2.3596     0.0000     0.0000     0.0000     2.5006     2.5006     2.5006     2.5006
 49.441536       2008     0.0000     2.5817     0.0000     0.0000     0.0000     3.1036     3.1036     3.1036     3.1036
 49.441536       2009     0.0000     0.3998     0.0000     0.0000     0.0000     2.9172     2.9172     2.9172     2.9172
 49.441536       2009     0.0000     1.5188     0.0000     0.0000     0.0000     3.1230     3.1230     3.1230     3.1230
 49.441536       2009     0.0000     4.7414     0.0000     0.0000     0.0000     4.3818     4.3818     4.3818     4.3818
 49.441536       2009     2.8562     0.2147     0.0000     0.0000     0.0000     4.0020     4.0020     4.0020     4.0020
 49.441536       2009     4.2092     1.6931     0.0000     0.0000     0.0000     4.1542     4.1542     4.1542     4.1542
 49.441536       2009     5.0477    -0.3114     4.7669     0.0000    -0.1038     3.6225    -0.1038    -0.1038     3.6225
 49.441536       2009     5.5967    -0.5162    12.9466     0.0000    -0.2652     3.0773    -0.2652    -0.2652     3.0773
 49.441536       2009     4.3122     1.0331     3.0916     0.3444     0.0000     3.1047     0.3444     0.3444     3.1047
 49.441536       2009     3.7994    -1.2724    23.4803     0.0000    -0.4241     2.3608    -0.4241    -0.4241     2.3608
 49.441536       2009     1.4171     0.5313    19.7190     0.1771    -0.2033     2.2947    -0.2033    -0.2033     2.2947
 49.441536       2009     1.1626    -1.4189    47.8897     0.0000    -0.6553     1.5854    -0.6553    -0.6553     1.5854
 49.441536       2009     0.0000     0.4559    45.3419     0.1520    -0.4358     1.5741     0.1520     0.1520     1.5741
 49.441536       2010     0.0000     1.0060    32.0303     0.4717    -0.0556     1.7473     0.4717     0.4717     1.7473
 49.441536       2010     0.0000     0.2847    31.8290     0.5180     0.0000     1.6622     0.5180     0.5180     1.6622
 49.441536       2010     0.0000    -0.4685    48.0350     0.3085    -0.1562     1.3348    -0.1562    -0.1562     1.3348
 49.441536       2010     4.2997    -1.7632    95.8132     0.0000    -0.7279     0.6096    -0.7279    -0.7279     0.6096
 49.441536       2010     5.5262     1.6204    61.9185     0.5401    -0.1128     1.0870    -0.1128    -0.1128     1.0870
 49.441536       2010     4.8185    -0.8417    89.2822     0.2039    -0.3817     0.6945    -0.3817    -0.3817     0.6945
 49.441536       2010     7.0269    -0.8007   100.0000     0.0000    -0.6093     0.0000    -0.6093    -0.6093    -0.6093
 49.441536       2010     5.5055    -1.8973     0.0000     0.0000     0.0000    -1.1790    -1.1790    -1.1790    -1.1790
 49.441536       2010     2.7834     4.1808   100.0000     0.0000     0.0000     1.3936     1.3936     1.3936     1.3936
 49.441536       2010     2.7498     0.1753     0.0000     0.0000     0.0000     1.3085     1.3085     1.3085     1.3085
 49.441536       2010     0.0000     0.1662     0.0000     0.0000     0.0000     1.2291     1.2291     1.2291     1.2291
 49.441536       2010     0.0000    -0.6512    44.3272     0.0000    -0.2171     0.8854     0.8854     0.8854     0.8854
 49.441536       2011     0.0000     1.5712     0.0000     0.0000     0.0000     1.3179     1.3179     1.3179     1.3179
 49.441536       2011     0.0000    -0.7121    42.1249     0.0000    -0.2374     0.9448    -0.2374    -0.2374     0.9448
 49.441536       2011     0.0000    -1.1950   100.0000     0.0000    -0.6113     0.0000    -0.6113    -0.6113    -0.6113
 49.441536       2011     3.1471     4.4984     0.0000     0.0000     0.0000     1.4995     1.4995     1.4995     1.4995
 49.441536       2011     4.3403     2.3533     0.0000     0.0000     0.0000     2.1295     2.1295     2.1295     2.1295
 49.441536       2011     5.9355     0.5533     0.0000     0.0000     0.0000     2.0946     2.0946     2.0946     2.0946
 49.441536       2011     7.2858    -1.1934    32.4762     0.0000    -0.3978     1.4811    -0.3978    -0.3978     1.4811
 49.441536       2011     6.9593    -4.0001   100.0000     0.0000     0.0000    -1.6902    -1.6902    -1.6902    -1.6902
 49.441536       2011     4.6262    -2.1788     0.0000     0.0000     0.0000    -2.2424    -2.2424    -2.2424    -2.2424
 49.441536       2011     3.1142    -2.2554     0.0000     0.0000     0.0000    -2.7632    -2.7632    -2.7632    -2.7632
 49.441536       2011     0.0000    -1.6649     0.0000     0.0000     0.0000    -3.0335    -3.0335    -3.0335    -3.0335
 49.441536       2011     0.0000    -2.0152     0.0000     0.0000     0.0000    -3.3928    -3.3928    -3.3928    -3.3928
 49.441536       2012     0.0000    -1.7258     0.0000     0.0000     0.0000    -3.6186    -3.6186    -3.6186    -3.6186
 49.441536       2012     0.0000    -0.8611     0.0000     0.0000     0.0000    -3.5329    -3.5329    -3.5329    -3.5329
 49.441536       2012     0.0000     1.3829    19.1448     0.4610     0.0000    -2.7080    -2.7080    -2.7080    -2.7080
 49.441536       2012     3.5049     0.2161    25.9416     0.4855     0.0000    -2.3571    -2.3571    -2.3571    -2.3571
 49.441536       2012     4.8675    -1.3556    10.2848     0.0000    -0.4519    -2.5662    -2.5662    -2.5662    -2.5662
 49.441536       2012     7.0749    -2.8978     0.0000     0.0000     0.0000    -3.2678    -3.2678    -3.2678    -3.2678
 49.441536       2012     8.6948    -2.4234     0.0000     0.0000     0.0000    -3.7390    -3.7390    -3.7390    -3.7390
 49.441536       2012     7.0378    -2.4027     0.0000     0.0000     0.0000    -4.1548    -4.1548    -4.1548    -4.1548
 49.441536       2012     5.1491    -4.6975     0.0000     0.0000     0.0000    -5.2927    -5.2927    -5.2927    -5.2927
 49.441536       2012     2.3087     2.1017    17.6704     0.7006     0.0000    -4.0470     0.7006     0.7006    -4.0470
 49.441536       2012     0.0000    -0.1988    18.9215     0.5622    -0.0663    -3.6964     0.5622     0.5622    -3.6964
 49.441536       2012     0.0000     0.2200    24.1586     0.5776     0.0000    -3.2423     0.5776     0.5776    -3.2423
 49.441536       2013     0.0000     1.7026    45.1679     1.0856     0.0000    -2.3408     1.0856     1.0856    -2.3408
 49.441536       2013     0.0000     0.8306    58.6048     1.2506     0.0000    -1.8228     1.2506     1.2506    -1.8228
 49.441536       2013     0.0000     0.2372    65.7491     1.2009     0.0000    -1.5560     1.2009     1.2009    -1.5560
 49.441536       2013     2.7101     1.6097    89.0632     1.6138     0.0000    -0.8592     1.6138     1.6138    -0.8592
 49.441536       2013     4.5043     3.2468   100.0000     0.0000     0.0000     2.5298     2.5298     2.5298     2.5298
 49.441536       2013     5.9910    -2.1233    42.8295     0.0000    -0.7078     1.5615    -0.7078    -0.7078     1.5615
 49.441536       2013     5.9305     0.3724    41.2212     0.1241    -0.5108     1.5248    -0.5108    -0.5108     1.5248
 49.441536       2013     5.5808    -0.6261    60.7409     0.0000    -0.6669     1.1591    -0.6669    -0.6669     1.1591
 49.441536       2013     3.9380    -0.5168    78.5810     0.0000    -0.7705     0.8674    -0.7705    -0.7705     0.8674
 49.441536       2013     2.2635    -0.3552    92.3995     0.0000    -0.8095     0.6596    -0.8095    -0.8095     0.6596
 49.441536       2013     0.0000    -0.5462   100.0000     0.0000    -0.9082     0.0000    -0.9082    -0.9082    -0.9082
 49.441536       2013     0.0000     1.1259     0.0000     0.3753    -0.4394     0.0000    -0.4394    -0.4394    -0.4394
